18066,8
31241,1
15621,1
31240,5
23938,9
15620,5
31242,2
15655,2
31277,5
31277
31277,5
15578,4
15655,3
31243,9
31242,2
15620,6
23660,6
31241,1
15620,6
15620,6
31242,3
31266,2
15622,2
15609,2
14984,5
31242,3
31285,5
15585,3
15657,5
15621,2
15660,4
15587
21939,3
31240
15587
31241,1
31245,1
15621,7
15622,3
31241,7
20978,9
15655,2
22938,2
23937,2
22911,5
20946,6
21936,4
23901,9
20976,1
25609,6
