212394,8
214429,8
219420,6
224401,8
216414,6
240363,2
295210,9
274226,9
202461,5
299253,4
216385,6
223403,4
241354,7
202670,8
197474,6
205333,2
211146,7
206944,8
193479,3
191649,2
183742,7
201247,5
175097,3
201422,7
195470,4
197993,9
205850,4
266338,1
202645,8
199131,2
258687,1
238317,4
191670,8
259347,6
200465,8
266252,2
290227,5
290221,2
264239,4
194331,5
185876
177067,9
198482
198504,9
247301,9
244307,8
229402,3
236332,6
228425,6
181310,2
