1994,5
996,7
2991,2
2003,7
1995,1
1994,6
1995,1
1995,1
1994,5
997,3
997,9
1993,4
1995,1
997,3
997,3
1043,9
1995,7
953,5
1994,5
997,3
1994,5
1994,6
1994,5
1994,5
997,3
1995,1
995,5
1995
997,2
1995,1
1994,5
997,3
997,9
1994,5
1994,6
997,8
997,3
1992,2
1994,5
1998,5
1995,7
1994
997,8
996,7
997,2
1993,9
1996,8
1994,5
997,8
996,7
